policy_idx,iteration,accuracy,total_requests,correct,incorrect,misclassified_allow_to_deny,misclassified_deny_to_allow,policy_file,is_baseline
4,1,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_1.json,False
4,2,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_2.json,False
4,3,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_3.json,False
4,4,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_4.json,False
4,5,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_4_iter_5.json,False
5,0,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/original_policy/5.json,True
5,1,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_1.json,False
5,2,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_2.json,False
5,3,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_3.json,False
5,4,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_4.json,False
5,5,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_5_iter_5.json,False
6,0,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/original_policy/6.json,True
6,1,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_1.json,False
6,2,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_2.json,False
6,3,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_3.json,False
6,4,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_4.json,False
6,5,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_6_iter_5.json,False
7,0,30.0,80,24,56,33,23,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/original_policy/7.json,True
7,1,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_1.json,False
7,2,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_2.json,False
7,3,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_3.json,False
7,4,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_4.json,False
7,5,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_7_iter_5.json,False
8,0,32.5,80,26,54,41,13,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/original_policy/8.json,True
8,1,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_1.json,False
8,2,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_2.json,False
8,3,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_3.json,False
8,4,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_4.json,False
8,5,41.2,80,33,47,47,0,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_8_iter_5.json,False
9,0,33.8,80,27,53,37,16,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/original_policy/9.json,True
9,1,73.8,80,59,21,4,17,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_1.json,False
9,2,73.8,80,59,21,4,17,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_2.json,False
9,3,73.8,80,59,21,4,17,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_3.json,False
9,4,73.8,80,59,21,4,17,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_4.json,False
9,5,73.8,80,59,21,4,17,/home/bhall2/Documents/fixmypolicy/FL/Experiment-1/temp_validation/val-80/policy_9_iter_5.json,False
